"","id","age","sex","height","weight","dog","dog_type","bmi","overweight"
"818",818,48,"M",70.8,173.6,"yes","husky",24.3466117654569,0
"819",819,36,"M",70.3,193.1,"no",NA,27.4679943100996,0
"820",820,52,"F",63.8,119.3,"no",NA,20.6041361621839,0
"821",821,28,"M",69.6,196.5,"yes","husky",28.5167087792311,0
"822",822,47,"F",61.4,118.3,"no",NA,22.0598892295939,0
"823",823,85,"M",70.4,188.4,"yes","lab",26.7233503357438,0
"824",824,83,"F",65.1,121.5,"no",NA,20.1543884983754,0
"825",825,47,"M",69,162,"yes","retriever",23.9206049149338,0
"826",826,29,"F",62.1,130.2,"yes","poodle",23.7346651419325,0
"827",827,75,"M",70.7,181.5,"no",NA,25.5266090359288,0
"828",828,21,"M",70.1,181.1,"no",NA,25.9082297349822,0
"829",829,74,"M",68.2,207.3,"yes","retriever",31.3318383914827,1
"830",830,54,"F",64.8,131.1,"no",NA,21.9486596936443,0
"831",831,85,"M",72.6,176.1,"yes","lab",23.4877512920338,0
"832",832,46,"F",61.5,130,"no",NA,24.1628660189041,0
"833",833,88,"M",68,157.7,"yes","husky",23.9755839100346,0
"834",834,89,"M",68.2,184.5,"yes","husky",27.8857895958927,0
"835",835,76,"F",64.7,120.5,"yes","husky",20.2364258771312,0
"836",836,49,"F",63,138.5,"no",NA,24.5314940791131,0
"837",837,78,"F",61.5,129.3,"no",NA,24.0327582788023,0
"838",838,49,"M",67.1,174.2,"yes","lab",27.1993443511364,0
"839",839,77,"M",69.5,178.2,"yes","retriever",25.9354277728896,0
"840",840,71,"M",67,217.8,"yes","poodle",34.1085765203832,1
"841",841,25,"M",65.6,175.4,"no",NA,28.6534707763236,0
"842",842,27,"M",68.4,183.3,"no",NA,27.5426413255361,0
"843",843,76,"M",68.5,198.9,"no",NA,29.7994991741702,0
"844",844,70,"F",62.1,109.5,"no",NA,19.9611815133764,0
"845",845,53,"F",65,119.6,"yes","husky",19.9003076923077,0
"846",846,50,"F",63.3,158.1,"yes","poodle",27.7382957855095,0
"847",847,67,"F",61.8,128,"yes","retriever",23.5607084131922,0
"848",848,50,"M",68.3,193.7,"yes","lab",29.1906347202185,0
"849",849,41,"M",68.5,168.6,"yes","poodle",25.2599072939421,0
"850",850,59,"M",69,159.3,"yes","lab",23.5219281663516,0
"851",851,44,"M",68.9,172.9,"yes","husky",25.604239121505,0
"852",852,29,"F",65.1,124.1,"no",NA,20.5856758242666,0
"853",853,60,"M",70.2,179.3,"yes","poodle",25.5776941745603,0
"854",854,42,"F",64.9,144.3,"yes","lab",24.0842020792923,0
"855",855,90,"M",68.2,178.2,"no",NA,26.9335919023744,0
"856",856,55,"F",62.1,109.1,"no",NA,19.8882639553367,0
"857",857,85,"M",70,158.5,"yes","lab",22.7398979591837,0
"858",858,84,"M",71.1,155.2,"no",NA,21.5828026926676,0
"859",859,81,"M",69.2,187.6,"yes","husky",27.54076313943,0
"860",860,64,"M",65.2,204.1,"no",NA,33.7522817945726,1
"861",861,45,"F",62.5,135.8,"no",NA,24.4396544,0
"862",862,79,"M",69.1,198.1,"no",NA,29.1664589795196,0
"863",863,30,"F",62.4,115,"yes","retriever",20.7627075115056,0
"864",864,50,"F",61.1,116.2,"no",NA,21.8815978742155,0
"865",865,42,"M",68.4,171.4,"yes","husky",25.7545484080572,0
"866",866,49,"F",63.9,104.8,"no",NA,18.0432551840341,0
"867",867,39,"M",67,187,"yes","lab",29.2851414568946,0
"868",868,68,"F",62.6,134.4,"yes","poodle",24.1104839285897,0
"869",869,42,"M",69.1,141.6,"yes","retriever",20.8479080843007,0
"870",870,79,"M",72.9,180.5,"no",NA,23.876874384927,0
"871",871,73,"M",69.9,173,"yes","retriever",24.8912712008367,0
"872",872,82,"F",61.7,146.6,"yes","lab",27.0719143447801,0
"873",873,62,"M",67.4,195.9,"no",NA,30.3158652449172,1
"874",874,87,"F",65.4,101.6,"no",NA,16.6991181064071,0
"875",875,42,"M",70.8,190.2,"yes","husky",26.674686392799,0
"876",876,66,"F",63.4,118.2,"no",NA,20.6725611758501,0
"877",877,64,"F",64.4,143.3,"no",NA,24.2901267312218,0
"878",878,80,"M",68.7,165.5,"yes","retriever",24.6513012507177,0
"879",879,53,"M",67.1,183.9,"no",NA,28.7138887840068,0
"880",880,81,"F",62.6,110,"no",NA,19.7332829772683,0
"881",881,75,"M",70.5,185.4,"no",NA,26.2232684472612,0
"882",882,36,"F",61.1,118.3,"yes","husky",22.2770484382073,0
"883",883,83,"F",61.2,135.6,"no",NA,25.4514289375881,0
"884",884,55,"M",68.7,157.2,"no",NA,23.4150124266636,0
"885",885,24,"F",64.3,126.6,"no",NA,21.526185817356,0
"886",886,80,"M",67.2,181.2,"yes","lab",28.2081738945578,0
"887",887,34,"F",64,142.1,"no",NA,24.3887451171875,0
"888",888,40,"F",65.4,138.4,"yes","retriever",22.7476175780191,0
"889",889,31,"M",69,159.1,"no",NA,23.4923965553455,0
"890",890,45,"M",66.3,187,"yes","retriever",29.9067950651661,0
"891",891,80,"F",63.9,128.1,"yes","poodle",22.0547804301028,0
"892",892,46,"M",67.5,192.5,"yes","retriever",29.7015089163237,0
"893",893,89,"F",62.7,127.8,"no",NA,22.8534145280557,0
"894",894,79,"M",67.7,203.3,"no",NA,31.1828184557381,1
"895",895,56,"M",69.7,175.4,"yes","poodle",25.3816211721067,0
"896",896,72,"F",62.9,130,"yes","husky",23.0992237912653,0
"897",897,35,"F",66.2,116.2,"yes","poodle",18.6399813802357,0
"898",898,27,"F",64.1,133.5,"yes","retriever",22.8412849462496,0
"899",899,45,"M",70.4,169,"yes","retriever",23.9715828383264,0
"900",900,46,"F",62.5,146.8,"no",NA,26.4193024,0
"901",901,71,"M",68.5,159,"no",NA,23.8216207576323,0
"902",902,68,"F",62.5,165.3,"yes","husky",29.7487104,0
"903",903,71,"M",68,199.2,"yes","husky",30.2849480968858,1
"904",904,22,"M",67.9,200.3,"no",NA,30.5419474623732,1
"905",905,30,"M",68.5,186.5,"no",NA,27.9417123981033,0
"906",906,33,"F",63.8,130.3,"no",NA,22.5039307789821,0
"907",907,60,"M",69.8,153.5,"no",NA,22.1489355588214,0
"908",908,87,"F",62.2,130,"no",NA,23.6220675964889,0
"909",909,42,"M",70.5,170.2,"yes","retriever",24.0733564710025,0
"910",910,70,"F",61.8,139.3,"yes","poodle",25.6406772027943,0
"911",911,45,"F",65,133.7,"no",NA,22.2464142011834,0
"912",912,71,"M",68.8,202.5,"yes","lab",30.0748504259059,1
"913",913,24,"F",65.1,121.1,"no",NA,20.0880366020845,0
"914",914,37,"F",61.6,123.2,"no",NA,22.8246753246753,0
"915",915,52,"M",71.7,170,"yes","poodle",23.2469475129793,0
"916",916,46,"M",70,177.1,"yes","retriever",25.4084285714286,0
"917",917,87,"M",69.8,187.6,"yes","retriever",27.069317985895,0
"918",918,84,"F",61.1,135,"yes","lab",25.4218219709044,0
"919",919,49,"M",70.7,175,"yes","lab",24.6124329547523,0
"920",920,36,"M",67.7,188.6,"yes","husky",28.9280844109799,0
"921",921,57,"F",63,125.7,"yes","lab",22.2643235071807,0
"922",922,86,"F",63.1,129.9,"no",NA,22.9353703652543,0
"923",923,28,"F",64.3,132.8,"no",NA,22.5803908099911,0
"924",924,66,"F",61.9,120.2,"yes","retriever",22.0535492912901,0
"925",925,66,"F",62.5,131.3,"no",NA,23.6297984,0
"926",926,51,"F",61.9,125.2,"no",NA,22.9709182301957,0
"927",927,22,"F",64,138.2,"yes","retriever",23.719384765625,0
"928",928,25,"F",60.9,119.4,"no",NA,22.6321111084148,0
"929",929,80,"M",70,195.1,"yes","lab",27.9908775510204,0
"930",930,87,"M",69.3,183.5,"yes","husky",26.861169934763,0
"931",931,71,"M",70.2,189.8,"no",NA,27.0755513348106,0
"932",932,37,"F",62.8,119.5,"no",NA,21.301193760396,0
"933",933,61,"M",67.9,184.8,"yes","poodle",28.1784917176563,0
"934",934,30,"F",64.4,119.1,"no",NA,20.1880955595849,0
"935",935,78,"M",66.6,177.1,"no",NA,28.0689022355689,0
"936",936,66,"F",58.7,126.8,"yes","husky",25.8701159999884,0
"937",937,81,"M",69.5,174.3,"yes","poodle",25.3678174007557,0
"938",938,47,"F",62.5,128.7,"no",NA,23.1618816,0
"939",939,28,"F",62,118.4,"no",NA,21.6532778355879,0
"940",940,21,"M",67.4,178.5,"yes","husky",27.6231850240823,0
"941",941,89,"M",69.3,182.5,"yes","poodle",26.7147875372984,0
"942",942,67,"F",64.2,128.7,"no",NA,21.9514804786444,0
"943",943,64,"M",66,186.3,"no",NA,30.0663223140496,1
"944",944,80,"M",70.7,171.6,"yes","retriever",24.13424854306,0
"945",945,88,"F",64.6,116.7,"no",NA,19.6589874339829,0
"946",946,81,"M",68.9,200.8,"yes","lab",29.7358659086074,0
"947",947,89,"M",69.3,191.9,"no",NA,28.0907820734661,0
"948",948,81,"F",66.1,117.4,"no",NA,18.8895017634767,0
"949",949,33,"F",62.8,137.8,"no",NA,24.5632175747495,0
"950",950,44,"F",63.7,127.1,"no",NA,22.0202381157752,0
"951",951,42,"F",63.1,130.1,"yes","lab",22.9706827137766,0
"952",952,51,"M",70.9,162.6,"yes","retriever",22.7396301033856,0
"953",953,37,"M",67.5,180,"no",NA,27.7728395061728,0
"954",954,55,"F",64.4,147.9,"yes","husky",25.0698516646734,0
"955",955,43,"M",67,187.6,"no",NA,29.3791044776119,0
"956",956,69,"M",69.9,180.5,"no",NA,25.9703725534741,0
"957",957,77,"F",64.6,136.9,"no",NA,23.0618284465489,0
"958",958,46,"M",67.4,195.5,"yes","poodle",30.2539645501853,1
"959",959,70,"F",62.9,149.3,"yes","poodle",26.5285700925839,0
"960",960,39,"F",63.1,137.3,"yes","retriever",24.2419272605805,0
"961",961,41,"M",66.7,181.6,"no",NA,28.6958769490817,0
"962",962,32,"M",68.8,193.1,"no",NA,28.6787832950243,0
"963",963,49,"F",61.4,122.8,"no",NA,22.8990228013029,0
"964",964,32,"F",59.9,142,"yes","lab",27.8221075192098,0
"965",965,65,"F",62.8,111.2,"yes","retriever",19.8216966205526,0
"966",966,30,"M",68.7,196.1,"yes","poodle",29.2091853490377,0
"967",967,64,"F",67.4,135.7,"no",NA,20.9998106877757,0
"968",968,69,"M",70.2,225.5,"yes","husky",32.1682656796617,1
"969",969,69,"M",69.3,196,"no",NA,28.6909499030711,0
"970",970,31,"F",60.1,130.4,"no",NA,25.3795532127541,0
"971",971,72,"M",71.1,147.2,"no",NA,20.4702870899527,0
"972",972,56,"F",62.5,127.6,"yes","retriever",22.9639168,0
"973",973,74,"F",63.3,121.7,"yes","husky",21.3519961865686,0
"974",974,90,"F",63.2,138.6,"yes","lab",24.394077471559,0
"975",975,28,"M",66.5,189.5,"yes","poodle",30.124597207304,1
"976",976,54,"F",62.1,137.3,"yes","poodle",25.0289517971378,0
"977",977,84,"M",66.9,197.1,"no",NA,30.9591988578093,1
"978",978,41,"F",62.5,95.1,"yes","husky",17.1149568,0
"979",979,35,"M",70.5,178,"yes","lab",25.1766007746089,0
"980",980,62,"F",63,116.1,"yes","poodle",20.5639455782313,0
"981",981,24,"F",63.8,137.9,"no",NA,23.8165161505881,0
"982",982,88,"F",65.6,131.1,"yes","poodle",21.4165907569899,0
"983",983,63,"F",64.3,129.5,"no",NA,22.0192817010079,0
"984",984,63,"F",60.5,128.6,"yes","lab",24.6993511372174,0
"985",985,87,"F",62.1,130.1,"yes","husky",23.7164357524226,0
"986",986,32,"F",64.1,120.1,"yes","poodle",20.5486016632553,0
"987",987,80,"F",62.3,113.3,"no",NA,20.5215018718004,0
"988",988,71,"M",68.1,195.3,"yes","retriever",29.6048826874187,0
"989",989,41,"M",68.7,138,"yes","lab",20.5551635806589,0
"990",990,52,"M",69.3,191.9,"yes","lab",28.0907820734661,0
"991",991,57,"M",68.5,168.3,"yes","husky",25.2149608396825,0
"992",992,70,"M",69.4,192,"no",NA,28.0244832196929,0
"993",993,32,"M",67.2,167,"no",NA,25.9975995606576,0
"994",994,65,"F",59.8,142.1,"no",NA,27.9348944642677,0
"995",995,28,"F",62.9,136.8,"yes","husky",24.3074908818854,0
"996",996,85,"M",68.7,186.7,"yes","husky",27.8090510181813,0
"997",997,61,"M",69.1,188.1,"no",NA,27.6941490865605,0
"998",998,57,"F",62.3,130,"yes","poodle",23.5462951750578,0
"999",999,61,"F",64.9,139.9,"no",NA,23.3498258551143,0
"1000",1000,21,"F",65.1,96,"yes","lab",15.9244551098275,0
